Time PAO1_Count PAO1_Conc Acetate_Count Acetate_Conc PAO1_Died bacteria_couldn't_eat
0 4 0.02 77081 2.4 0 0
2 4 0.02 77081 2.4 0 0
4 4 0.03 76928 2.4 0 0
6 4 0.03 76724 2.39 0 0
8 8 0.05 76455 2.38 0 0
10 8 0.06 76096 2.37 0 0
12 16 0.08 75608 2.36 0 0
14 16 0.11 74966 2.34 0 0
16 16 0.15 74100 2.31 0 0
18 32 0.2 72966 2.27 0 0
20 32 0.26 71424 2.23 0 0
22 63 0.35 69425 2.16 0 0
24 63 0.46 66777 2.08 0 0
26 117 0.61 63344 1.97 0 0
28 123 0.8 58926 1.84 0 2
30 128 1.04 53299 1.66 0 1
32 216 1.3 47134 1.47 0 7
34 225 1.54 41368 1.29 0 48
36 262 1.81 35006 1.09 0 44
38 310 2.09 28441 0.89 0 47
40 326 2.35 22055 0.69 0 84
42 374 2.62 15532 0.48 0 95
44 421 2.87 9635 0.3 0 142
46 439 3.06 5065 0.16 0 184
48 454 3.18 1891 0.06 0 227
50 464 3.24 380 0.01 0 278
52 464 3.26 20 0.0 0 360
54 464 3.26 0 0.0 0 446
56 464 3.26 0 0.0 0 464
58 464 3.26 0 0.0 0 464
60 464 3.26 0 0.0 0 464
62 464 3.26 0 0.0 0 464
64 464 3.26 0 0.0 0 464
66 464 3.26 0 0.0 0 464
68 464 3.26 0 0.0 0 464
70 464 3.26 0 0.0 0 464
72 464 3.26 0 0.0 0 464
74 464 3.26 0 0.0 0 464
76 464 3.26 0 0.0 0 464
78 464 3.26 0 0.0 0 464
80 464 3.26 0 0.0 0 464
82 464 3.26 0 0.0 0 464
84 464 3.26 0 0.0 0 464
86 464 3.26 0 0.0 0 464
88 464 3.26 0 0.0 0 464
90 464 3.26 0 0.0 0 464
92 464 3.26 0 0.0 0 464
94 464 3.26 0 0.0 0 464
96 464 3.26 0 0.0 0 464
98 464 3.26 0 0.0 0 464
100 464 3.26 0 0.0 0 464
102 464 3.26 0 0.0 0 464
104 464 3.26 0 0.0 0 464
106 464 3.26 0 0.0 0 464
108 464 3.26 0 0.0 0 464
110 464 3.26 0 0.0 0 464
112 464 3.26 0 0.0 0 464
114 464 3.26 0 0.0 0 464
116 464 3.26 0 0.0 0 464
118 464 3.26 0 0.0 0 464
120 464 3.26 0 0.0 0 464
122 464 3.26 0 0.0 0 464
124 464 3.26 0 0.0 0 464
126 464 3.26 0 0.0 0 464
128 464 3.26 0 0.0 0 464
130 464 3.26 0 0.0 0 464
132 464 3.26 0 0.0 0 464
134 464 3.26 0 0.0 0 464
136 464 3.26 0 0.0 0 464
138 464 3.26 0 0.0 0 464
140 464 3.26 0 0.0 0 464
142 464 3.26 0 0.0 0 464
144 464 3.26 0 0.0 0 464
146 464 3.26 0 0.0 0 464
148 464 3.26 0 0.0 0 464
150 464 3.26 0 0.0 0 464
152 464 3.26 0 0.0 0 464
154 464 3.26 0 0.0 0 464
156 464 3.26 0 0.0 0 464
158 464 3.26 0 0.0 0 464
160 464 3.26 0 0.0 0 464
162 464 3.26 0 0.0 0 464
164 464 3.26 0 0.0 0 464
166 464 3.26 0 0.0 0 464
168 464 3.26 0 0.0 0 464
170 464 3.26 0 0.0 0 464
172 464 3.26 0 0.0 0 464
174 464 3.26 0 0.0 0 464
176 464 3.26 0 0.0 0 464
178 464 3.26 0 0.0 0 464
180 464 3.26 0 0.0 0 464
182 464 3.26 0 0.0 0 464
184 464 3.26 0 0.0 0 464
186 464 3.26 0 0.0 0 464
188 464 3.26 0 0.0 0 464
190 464 3.26 0 0.0 0 464
192 464 3.26 0 0.0 0 464
194 464 3.26 0 0.0 0 464
196 464 3.26 0 0.0 0 464
198 464 3.26 0 0.0 0 464
200 464 3.26 0 0.0 0 464
202 464 3.26 0 0.0 0 464
204 464 3.26 0 0.0 0 464
206 464 3.26 0 0.0 0 464
208 464 3.26 0 0.0 0 464
210 464 3.26 0 0.0 0 464
212 464 3.26 0 0.0 0 464
214 464 3.26 0 0.0 0 464
216 464 3.26 0 0.0 0 464
218 464 3.26 0 0.0 0 464
220 464 3.26 0 0.0 0 464
222 464 3.26 0 0.0 0 464
224 464 3.26 0 0.0 0 464
226 464 3.26 0 0.0 0 464
228 464 3.26 0 0.0 0 464
230 464 3.26 0 0.0 0 464
232 464 3.26 0 0.0 0 464
234 464 3.26 0 0.0 0 464
236 464 3.26 0 0.0 0 464
238 464 3.26 0 0.0 0 464
240 464 3.26 0 0.0 0 464
242 464 3.26 0 0.0 0 464
244 464 3.26 0 0.0 0 464
246 464 3.26 0 0.0 0 464
248 464 3.26 0 0.0 0 464
250 464 3.26 0 0.0 0 464
